index,LAUS,FIPS_state,FIPS_county,county_state,year,labor_force,employed,unemployed,unemployment_rate,county,state
1536,CN2911300000000,29.0,113.0,"Lincoln County, MO",2005,24529,23192,1337,5.5,Lincoln , MO
1537,CN2911500000000,29.0,115.0,"Linn County, MO",2005,6725,6185,540,8,Linn , MO
1538,CN2911700000000,29.0,117.0,"Livingston County, MO",2005,7338,6989,349,4.8,Livingston , MO
1539,CN2911900000000,29.0,119.0,"McDonald County, MO",2005,11905,11397,508,4.3,McDonald , MO
1540,CN2912100000000,29.0,121.0,"Macon County, MO",2005,8302,7894,408,4.9,Macon , MO
1541,CN2912300000000,29.0,123.0,"Madison County, MO",2005,6016,5639,377,6.3,Madison , MO
1542,CN2912500000000,29.0,125.0,"Maries County, MO",2005,4807,4583,224,4.7,Maries , MO
1543,CN2912700000000,29.0,127.0,"Marion County, MO",2005,14545,13795,750,5.2,Marion , MO
1544,CN2912900000000,29.0,129.0,"Mercer County, MO",2005,1810,1732,78,4.3,Mercer , MO
1545,CN2913100000000,29.0,131.0,"Miller County, MO",2005,13333,12574,759,5.7,Miller , MO
1546,CN2913300000000,29.0,133.0,"Mississippi County, MO",2005,5835,5415,420,7.2,Mississippi , MO
1547,CN2913500000000,29.0,135.0,"Moniteau County, MO",2005,7564,7182,382,5.1,Moniteau , MO
1548,CN2913700000000,29.0,137.0,"Monroe County, MO",2005,4513,4266,247,5.5,Monroe , MO
1549,CN2913900000000,29.0,139.0,"Montgomery County, MO",2005,6266,5907,359,5.7,Montgomery , MO
1550,CN2914100000000,29.0,141.0,"Morgan County, MO",2005,9560,8947,613,6.4,Morgan , MO
1551,CN2914300000000,29.0,143.0,"New Madrid County, MO",2005,8634,8043,591,6.8,New Madrid , MO
1552,CN2914500000000,29.0,145.0,"Newton County, MO",2005,27744,26347,1397,5,Newton , MO
1553,CN2914700000000,29.0,147.0,"Nodaway County, MO",2005,12513,12049,464,3.7,Nodaway , MO
1554,CN2914900000000,29.0,149.0,"Oregon County, MO",2005,4301,4071,230,5.3,Oregon , MO
1555,CN2915100000000,29.0,151.0,"Osage County, MO",2005,7502,7150,352,4.7,Osage , MO
1556,CN2915300000000,29.0,153.0,"Ozark County, MO",2005,4469,4226,243,5.4,Ozark , MO
1557,CN2915500000000,29.0,155.0,"Pemiscot County, MO",2005,8048,7439,609,7.6,Pemiscot , MO
1558,CN2915700000000,29.0,157.0,"Perry County, MO",2005,10434,10016,418,4,Perry , MO
1559,CN2915900000000,29.0,159.0,"Pettis County, MO",2005,20760,19610,1150,5.5,Pettis , MO
1560,CN2916100000000,29.0,161.0,"Phelps County, MO",2005,22341,21340,1001,4.5,Phelps , MO
1561,CN2916300000000,29.0,163.0,"Pike County, MO",2005,8935,8463,472,5.3,Pike , MO
1562,CN2916500000000,29.0,165.0,"Platte County, MO",2005,47312,45192,2120,4.5,Platte , MO
1563,CN2916700000000,29.0,167.0,"Polk County, MO",2005,13964,13285,679,4.9,Polk , MO
1564,CN2916900000000,29.0,169.0,"Pulaski County, MO",2005,18145,17186,959,5.3,Pulaski , MO
1565,CN2917100000000,29.0,171.0,"Putnam County, MO",2005,2554,2433,121,4.7,Putnam , MO
1566,CN2917300000000,29.0,173.0,"Ralls County, MO",2005,5599,5291,308,5.5,Ralls , MO
1567,CN2917500000000,29.0,175.0,"Randolph County, MO",2005,13091,12426,665,5.1,Randolph , MO
1568,CN2917700000000,29.0,177.0,"Ray County, MO",2005,11787,11145,642,5.4,Ray , MO
1569,CN2917900000000,29.0,179.0,"Reynolds County, MO",2005,2592,2390,202,7.8,Reynolds , MO
1570,CN2918100000000,29.0,181.0,"Ripley County, MO",2005,6602,6209,393,6,Ripley , MO
1571,CN2918300000000,29.0,183.0,"St. Charles County, MO",2005,186254,178363,7891,4.2,St. Charles , MO
1572,CN2918500000000,29.0,185.0,"St. Clair County, MO",2005,4327,4070,257,5.9,St. Clair , MO
1573,CN2918600000000,29.0,186.0,"Ste. Genevieve County, MO",2005,9533,9024,509,5.3,Ste. Genevieve , MO
1574,CN2918700000000,29.0,187.0,"St. Francois County, MO",2005,28033,26172,1861,6.6,St. Francois , MO
1575,CN2918900000000,29.0,189.0,"St. Louis County, MO",2005,535866,508163,27703,5.2,St. Louis , MO
1576,CN2919500000000,29.0,195.0,"Saline County, MO",2005,12049,11453,596,4.9,Saline , MO
1577,CN2919700000000,29.0,197.0,"Schuyler County, MO",2005,2285,2150,135,5.9,Schuyler , MO
1578,CN2919900000000,29.0,199.0,"Scotland County, MO",2005,2460,2363,97,3.9,Scotland , MO
1579,CN2920100000000,29.0,201.0,"Scott County, MO",2005,20414,19251,1163,5.7,Scott , MO
1580,CN2920300000000,29.0,203.0,"Shannon County, MO",2005,3810,3530,280,7.3,Shannon , MO
1581,CN2920500000000,29.0,205.0,"Shelby County, MO",2005,3205,3038,167,5.2,Shelby , MO
1582,CN2920700000000,29.0,207.0,"Stoddard County, MO",2005,15970,15051,919,5.8,Stoddard , MO
1583,CN2920900000000,29.0,209.0,"Stone County, MO",2005,15855,14591,1264,8,Stone , MO
1584,CN2921100000000,29.0,211.0,"Sullivan County, MO",2005,3228,3048,180,5.6,Sullivan , MO
1585,CN2921300000000,29.0,213.0,"Taney County, MO",2005,25541,23309,2232,8.7,Taney , MO
1586,CN2921500000000,29.0,215.0,"Texas County, MO",2005,10747,10058,689,6.4,Texas , MO
1587,CN2921700000000,29.0,217.0,"Vernon County, MO",2005,10143,9654,489,4.8,Vernon , MO
1588,CN2921900000000,29.0,219.0,"Warren County, MO",2005,15347,14523,824,5.4,Warren , MO
1589,CN2922100000000,29.0,221.0,"Washington County, MO",2005,10006,9134,872,8.7,Washington , MO
1590,CN2922300000000,29.0,223.0,"Wayne County, MO",2005,5801,5412,389,6.7,Wayne , MO
1591,CN2922500000000,29.0,225.0,"Webster County, MO",2005,16706,15922,784,4.7,Webster , MO
1592,CN2922700000000,29.0,227.0,"Worth County, MO",2005,1144,1098,46,4,Worth , MO
1593,CN2922900000000,29.0,229.0,"Wright County, MO",2005,8195,7677,518,6.3,Wright , MO
1594,CN2951000000000,29.0,510.0,"St. Louis city, MO",2005,157506,144748,12758,8.1,St. Louis city, MO
1595,CN3000100000000,30.0,1.0,"Beaverhead County, MT",2005,4956,4777,179,3.6,Beaverhead , MT
1596,CN3000300000000,30.0,3.0,"Big Horn County, MT",2005,5238,4760,478,9.1,Big Horn , MT
1597,CN3000500000000,30.0,5.0,"Blaine County, MT",2005,2833,2705,128,4.5,Blaine , MT
1598,CN3000700000000,30.0,7.0,"Broadwater County, MT",2005,2313,2219,94,4.1,Broadwater , MT
1599,CN3000900000000,30.0,9.0,"Carbon County, MT",2005,5387,5182,205,3.8,Carbon , MT
1600,CN3001100000000,30.0,11.0,"Carter County, MT",2005,678,651,27,4,Carter , MT
1601,CN3001300000000,30.0,13.0,"Cascade County, MT",2005,38950,37279,1671,4.3,Cascade , MT
1602,CN3001500000000,30.0,15.0,"Chouteau County, MT",2005,2630,2533,97,3.7,Chouteau , MT
1603,CN3001700000000,30.0,17.0,"Custer County, MT",2005,5617,5392,225,4,Custer , MT
1604,CN3001900000000,30.0,19.0,"Daniels County, MT",2005,780,750,30,3.8,Daniels , MT
1605,CN3002100000000,30.0,21.0,"Dawson County, MT",2005,4189,4033,156,3.7,Dawson , MT
1606,CN3002300000000,30.0,23.0,"Deer Lodge County, MT",2005,3852,3613,239,6.2,Deer Lodge , MT
1607,CN3002500000000,30.0,25.0,"Fallon County, MT",2005,1644,1598,46,2.8,Fallon , MT
1608,CN3002700000000,30.0,27.0,"Fergus County, MT",2005,5819,5517,302,5.2,Fergus , MT
1609,CN3002900000000,30.0,29.0,"Flathead County, MT",2005,42837,40729,2108,4.9,Flathead , MT
1610,CN3003100000000,30.0,31.0,"Gallatin County, MT",2005,46649,45172,1477,3.2,Gallatin , MT
1611,CN3003300000000,30.0,33.0,"Garfield County, MT",2005,643,616,27,4.2,Garfield , MT
1612,CN3003500000000,30.0,35.0,"Glacier County, MT",2005,5866,5407,459,7.8,Glacier , MT
1613,CN3003700000000,30.0,37.0,"Golden Valley County, MT",2005,537,511,26,4.8,Golden Valley , MT
1614,CN3003900000000,30.0,39.0,"Granite County, MT",2005,1233,1159,74,6,Granite , MT
1615,CN3004100000000,30.0,41.0,"Hill County, MT",2005,7854,7499,355,4.5,Hill , MT
1616,CN3004300000000,30.0,43.0,"Jefferson County, MT",2005,5598,5361,237,4.2,Jefferson , MT
1617,CN3004500000000,30.0,45.0,"Judith Basin County, MT",2005,1072,1021,51,4.8,Judith Basin , MT
1618,CN3004700000000,30.0,47.0,"Lake County, MT",2005,11573,10900,673,5.8,Lake , MT
1619,CN3004900000000,30.0,49.0,"Lewis and Clark County, MT",2005,30847,29614,1233,4,Lewis and Clark , MT
1620,CN3005100000000,30.0,51.0,"Liberty County, MT",2005,872,831,41,4.7,Liberty , MT
1621,CN3005300000000,30.0,53.0,"Lincoln County, MT",2005,7764,7081,683,8.8,Lincoln , MT
1622,CN3005500000000,30.0,55.0,"McCone County, MT",2005,1014,978,36,3.6,McCone , MT
1623,CN3005700000000,30.0,57.0,"Madison County, MT",2005,3827,3687,140,3.7,Madison , MT
1624,CN3005900000000,30.0,59.0,"Meagher County, MT",2005,942,897,45,4.8,Meagher , MT
1625,CN3006100000000,30.0,61.0,"Mineral County, MT",2005,1948,1830,118,6.1,Mineral , MT
1626,CN3006300000000,30.0,63.0,"Missoula County, MT",2005,57899,55617,2282,3.9,Missoula , MT
1627,CN3006500000000,30.0,65.0,"Musselshell County, MT",2005,2088,1971,117,5.6,Musselshell , MT
1628,CN3006700000000,30.0,67.0,"Park County, MT",2005,9011,8631,380,4.2,Park , MT
1629,CN3006900000000,30.0,69.0,"Petroleum County, MT",2005,227,215,12,5.3,Petroleum , MT
1630,CN3007100000000,30.0,71.0,"Phillips County, MT",2005,2075,1984,91,4.4,Phillips , MT
1631,CN3007300000000,30.0,73.0,"Pondera County, MT",2005,2724,2584,140,5.1,Pondera , MT
1632,CN3007500000000,30.0,75.0,"Powder River County, MT",2005,916,880,36,3.9,Powder River , MT
1633,CN3007700000000,30.0,77.0,"Powell County, MT",2005,2667,2496,171,6.4,Powell , MT
1634,CN3007900000000,30.0,79.0,"Prairie County, MT",2005,553,525,28,5.1,Prairie , MT
1635,CN3008100000000,30.0,81.0,"Ravalli County, MT",2005,18433,17473,960,5.2,Ravalli , MT
1636,CN3008300000000,30.0,83.0,"Richland County, MT",2005,5080,4902,178,3.5,Richland , MT
1637,CN3008500000000,30.0,85.0,"Roosevelt County, MT",2005,4011,3739,272,6.8,Roosevelt , MT
1638,CN3008700000000,30.0,87.0,"Rosebud County, MT",2005,4037,3794,243,6,Rosebud , MT
1639,CN3008900000000,30.0,89.0,"Sanders County, MT",2005,4554,4238,316,6.9,Sanders , MT
1640,CN3009100000000,30.0,91.0,"Sheridan County, MT",2005,1765,1699,66,3.7,Sheridan , MT
1641,CN3009300000000,30.0,93.0,"Silver Bow County, MT",2005,17258,16480,778,4.5,Silver Bow , MT
1642,CN3009500000000,30.0,95.0,"Stillwater County, MT",2005,4386,4232,154,3.5,Stillwater , MT
1643,CN3009700000000,30.0,97.0,"Sweet Grass County, MT",2005,2744,2684,60,2.2,Sweet Grass , MT
1644,CN3009900000000,30.0,99.0,"Teton County, MT",2005,3006,2895,111,3.7,Teton , MT
1645,CN3010100000000,30.0,101.0,"Toole County, MT",2005,2536,2449,87,3.4,Toole , MT
1646,CN3010300000000,30.0,103.0,"Treasure County, MT",2005,407,390,17,4.2,Treasure , MT
1647,CN3010500000000,30.0,105.0,"Valley County, MT",2005,3628,3475,153,4.2,Valley , MT
1648,CN3010700000000,30.0,107.0,"Wheatland County, MT",2005,1023,979,44,4.3,Wheatland , MT
1649,CN3010900000000,30.0,109.0,"Wibaux County, MT",2005,493,475,18,3.7,Wibaux , MT
1650,CN3011100000000,30.0,111.0,"Yellowstone County, MT",2005,78579,75801,2778,3.5,Yellowstone , MT
1651,CN3100100000000,31.0,1.0,"Adams County, NE",2005,17027,16449,578,3.4,Adams , NE
1652,CN3100300000000,31.0,3.0,"Antelope County, NE",2005,3859,3729,130,3.4,Antelope , NE
1653,CN3100500000000,31.0,5.0,"Arthur County, NE",2005,257,247,10,3.9,Arthur , NE
1654,CN3100700000000,31.0,7.0,"Banner County, NE",2005,388,377,11,2.8,Banner , NE
1655,CN3100900000000,31.0,9.0,"Blaine County, NE",2005,285,274,11,3.9,Blaine , NE
1656,CN3101100000000,31.0,11.0,"Boone County, NE",2005,3166,3058,108,3.4,Boone , NE
1657,CN3101300000000,31.0,13.0,"Box Butte County, NE",2005,5614,5392,222,4,Box Butte , NE
1658,CN3101500000000,31.0,15.0,"Boyd County, NE",2005,1134,1093,41,3.6,Boyd , NE
1659,CN3101700000000,31.0,17.0,"Brown County, NE",2005,1923,1861,62,3.2,Brown , NE
1660,CN3101900000000,31.0,19.0,"Buffalo County, NE",2005,27034,26283,751,2.8,Buffalo , NE
1661,CN3102100000000,31.0,21.0,"Burt County, NE",2005,3874,3683,191,4.9,Burt , NE
1662,CN3102300000000,31.0,23.0,"Butler County, NE",2005,4695,4524,171,3.6,Butler , NE
1663,CN3102500000000,31.0,25.0,"Cass County, NE",2005,14017,13440,577,4.1,Cass , NE
1664,CN3102700000000,31.0,27.0,"Cedar County, NE",2005,4989,4853,136,2.7,Cedar , NE
1665,CN3102900000000,31.0,29.0,"Chase County, NE",2005,2140,2080,60,2.8,Chase , NE
1666,CN3103100000000,31.0,31.0,"Cherry County, NE",2005,3693,3606,87,2.4,Cherry , NE
1667,CN3103300000000,31.0,33.0,"Cheyenne County, NE",2005,5277,5126,151,2.9,Cheyenne , NE
1668,CN3103500000000,31.0,35.0,"Clay County, NE",2005,3241,3122,119,3.7,Clay , NE
1669,CN3103700000000,31.0,37.0,"Colfax County, NE",2005,5848,5684,164,2.8,Colfax , NE
1670,CN3103900000000,31.0,39.0,"Cuming County, NE",2005,5352,5191,161,3,Cuming , NE
1671,CN3104100000000,31.0,41.0,"Custer County, NE",2005,6228,6048,180,2.9,Custer , NE
1672,CN3104300000000,31.0,43.0,"Dakota County, NE",2005,10531,10032,499,4.7,Dakota , NE
1673,CN3104500000000,31.0,45.0,"Dawes County, NE",2005,4758,4604,154,3.2,Dawes , NE
1674,CN3104700000000,31.0,47.0,"Dawson County, NE",2005,12294,11758,536,4.4,Dawson , NE
1675,CN3104900000000,31.0,49.0,"Deuel County, NE",2005,1090,1056,34,3.1,Deuel , NE
1676,CN3105100000000,31.0,51.0,"Dixon County, NE",2005,3144,3020,124,3.9,Dixon , NE
1677,CN3105300000000,31.0,53.0,"Dodge County, NE",2005,19680,18817,863,4.4,Dodge , NE
1678,CN3105500000000,31.0,55.0,"Douglas County, NE",2005,266086,254196,11890,4.5,Douglas , NE
1679,CN3105700000000,31.0,57.0,"Dundy County, NE",2005,1111,1065,46,4.1,Dundy , NE
1680,CN3105900000000,31.0,59.0,"Fillmore County, NE",2005,3356,3249,107,3.2,Fillmore , NE
1681,CN3106100000000,31.0,61.0,"Franklin County, NE",2005,1893,1829,64,3.4,Franklin , NE
1682,CN3106300000000,31.0,63.0,"Frontier County, NE",2005,1783,1739,44,2.5,Frontier , NE
1683,CN3106500000000,31.0,65.0,"Furnas County, NE",2005,2547,2453,94,3.7,Furnas , NE
1684,CN3106700000000,31.0,67.0,"Gage County, NE",2005,12833,12264,569,4.4,Gage , NE
1685,CN3106900000000,31.0,69.0,"Garden County, NE",2005,1056,1025,31,2.9,Garden , NE
1686,CN3107100000000,31.0,71.0,"Garfield County, NE",2005,1068,1036,32,3,Garfield , NE
1687,CN3107300000000,31.0,73.0,"Gosper County, NE",2005,1058,1021,37,3.5,Gosper , NE
1688,CN3107500000000,31.0,75.0,"Grant County, NE",2005,424,413,11,2.6,Grant , NE
1689,CN3107700000000,31.0,77.0,"Greeley County, NE",2005,1386,1336,50,3.6,Greeley , NE
1690,CN3107900000000,31.0,79.0,"Hall County, NE",2005,30130,28977,1153,3.8,Hall , NE
1691,CN3108100000000,31.0,81.0,"Hamilton County, NE",2005,5439,5292,147,2.7,Hamilton , NE
1692,CN3108300000000,31.0,83.0,"Harlan County, NE",2005,1793,1736,57,3.2,Harlan , NE
1693,CN3108500000000,31.0,85.0,"Hayes County, NE",2005,514,496,18,3.5,Hayes , NE
1694,CN3108700000000,31.0,87.0,"Hitchcock County, NE",2005,1488,1433,55,3.7,Hitchcock , NE
1695,CN3108900000000,31.0,89.0,"Holt County, NE",2005,6218,6028,190,3.1,Holt , NE
1696,CN3109100000000,31.0,91.0,"Hooker County, NE",2005,451,436,15,3.3,Hooker , NE
1697,CN3109300000000,31.0,93.0,"Howard County, NE",2005,3688,3556,132,3.6,Howard , NE
1698,CN3109500000000,31.0,95.0,"Jefferson County, NE",2005,4364,4196,168,3.8,Jefferson , NE
1699,CN3109700000000,31.0,97.0,"Johnson County, NE",2005,3140,3027,113,3.6,Johnson , NE
1700,CN3109900000000,31.0,99.0,"Kearney County, NE",2005,3891,3781,110,2.8,Kearney , NE
1701,CN3110100000000,31.0,101.0,"Keith County, NE",2005,4783,4628,155,3.2,Keith , NE
1702,CN3110300000000,31.0,103.0,"Keya Paha County, NE",2005,435,420,15,3.4,Keya Paha , NE
1703,CN3110500000000,31.0,105.0,"Kimball County, NE",2005,2138,2075,63,2.9,Kimball , NE
1704,CN3110700000000,31.0,107.0,"Knox County, NE",2005,4887,4720,167,3.4,Knox , NE
1705,CN3110900000000,31.0,109.0,"Lancaster County, NE",2005,156012,150504,5508,3.5,Lancaster , NE
1706,CN3111100000000,31.0,111.0,"Lincoln County, NE",2005,21077,20346,731,3.5,Lincoln , NE
1707,CN3111300000000,31.0,113.0,"Logan County, NE",2005,447,436,11,2.5,Logan , NE
1708,CN3111500000000,31.0,115.0,"Loup County, NE",2005,339,324,15,4.4,Loup , NE
1709,CN3111700000000,31.0,117.0,"McPherson County, NE",2005,291,285,6,2.1,McPherson , NE
1710,CN3111900000000,31.0,119.0,"Madison County, NE",2005,20302,19483,819,4,Madison , NE
1711,CN3112100000000,31.0,121.0,"Merrick County, NE",2005,4290,4133,157,3.7,Merrick , NE
1712,CN3112300000000,31.0,123.0,"Morrill County, NE",2005,2813,2726,87,3.1,Morrill , NE
1713,CN3112500000000,31.0,125.0,"Nance County, NE",2005,2026,1948,78,3.8,Nance , NE
1714,CN3112700000000,31.0,127.0,"Nemaha County, NE",2005,3564,3404,160,4.5,Nemaha , NE
1715,CN3112900000000,31.0,129.0,"Nuckolls County, NE",2005,2416,2336,80,3.3,Nuckolls , NE
1716,CN3113100000000,31.0,131.0,"Otoe County, NE",2005,8783,8435,348,4,Otoe , NE
1717,CN3113300000000,31.0,133.0,"Pawnee County, NE",2005,1633,1574,59,3.6,Pawnee , NE
1718,CN3113500000000,31.0,135.0,"Perkins County, NE",2005,1587,1547,40,2.5,Perkins , NE
1719,CN3113700000000,31.0,137.0,"Phelps County, NE",2005,5230,5082,148,2.8,Phelps , NE
1720,CN3113900000000,31.0,139.0,"Pierce County, NE",2005,4266,4116,150,3.5,Pierce , NE
1721,CN3114100000000,31.0,141.0,"Platte County, NE",2005,17132,16500,632,3.7,Platte , NE
1722,CN3114300000000,31.0,143.0,"Polk County, NE",2005,3050,2951,99,3.2,Polk , NE
1723,CN3114500000000,31.0,145.0,"Red Willow County, NE",2005,6018,5809,209,3.5,Red Willow , NE
1724,CN3114700000000,31.0,147.0,"Richardson County, NE",2005,4390,4192,198,4.5,Richardson , NE
1725,CN3114900000000,31.0,149.0,"Rock County, NE",2005,937,909,28,3,Rock , NE
1726,CN3115100000000,31.0,151.0,"Saline County, NE",2005,8322,8044,278,3.3,Saline , NE
1727,CN3115300000000,31.0,153.0,"Sarpy County, NE",2005,72972,70497,2475,3.4,Sarpy , NE
1728,CN3115500000000,31.0,155.0,"Saunders County, NE",2005,11153,10715,438,3.9,Saunders , NE
1729,CN3115700000000,31.0,157.0,"Scotts Bluff County, NE",2005,19081,18283,798,4.2,Scotts Bluff , NE
1730,CN3115900000000,31.0,159.0,"Seward County, NE",2005,9252,8960,292,3.2,Seward , NE
1731,CN3116100000000,31.0,161.0,"Sheridan County, NE",2005,3224,3137,87,2.7,Sheridan , NE
1732,CN3116300000000,31.0,163.0,"Sherman County, NE",2005,1911,1838,73,3.8,Sherman , NE
1733,CN3116500000000,31.0,165.0,"Sioux County, NE",2005,772,750,22,2.8,Sioux , NE
1734,CN3116700000000,31.0,167.0,"Stanton County, NE",2005,3740,3624,116,3.1,Stanton , NE
1735,CN3116900000000,31.0,169.0,"Thayer County, NE",2005,2985,2894,91,3,Thayer , NE
1736,CN3117100000000,31.0,171.0,"Thomas County, NE",2005,414,399,15,3.6,Thomas , NE
1737,CN3117300000000,31.0,173.0,"Thurston County, NE",2005,3002,2768,234,7.8,Thurston , NE
1738,CN3117500000000,31.0,175.0,"Valley County, NE",2005,2510,2423,87,3.5,Valley , NE
1739,CN3117700000000,31.0,177.0,"Washington County, NE",2005,11168,10798,370,3.3,Washington , NE
1740,CN3117900000000,31.0,179.0,"Wayne County, NE",2005,5474,5309,165,3,Wayne , NE
1741,CN3118100000000,31.0,181.0,"Webster County, NE",2005,2011,1939,72,3.6,Webster , NE
1742,CN3118300000000,31.0,183.0,"Wheeler County, NE",2005,472,459,13,2.8,Wheeler , NE
1743,CN3118500000000,31.0,185.0,"York County, NE",2005,8438,8200,238,2.8,York , NE
1744,CN3200100000000,32.0,1.0,"Churchill County, NV",2005,12421,11938,483,3.9,Churchill , NV
1745,CN3200300000000,32.0,3.0,"Clark County, NV",2005,869251,833919,35332,4.1,Clark , NV
1746,CN3200500000000,32.0,5.0,"Douglas County, NV",2005,21997,21014,983,4.5,Douglas , NV
1747,CN3200700000000,32.0,7.0,"Elko County, NV",2005,23526,22696,830,3.5,Elko , NV
1748,CN3200900000000,32.0,9.0,"Esmeralda County, NV",2005,458,437,21,4.6,Esmeralda , NV
1749,CN3201100000000,32.0,11.0,"Eureka County, NV",2005,672,650,22,3.3,Eureka , NV
1750,CN3201300000000,32.0,13.0,"Humboldt County, NV",2005,7791,7511,280,3.6,Humboldt , NV
1751,CN3201500000000,32.0,15.0,"Lander County, NV",2005,2702,2604,98,3.6,Lander , NV
1752,CN3201700000000,32.0,17.0,"Lincoln County, NV",2005,1563,1485,78,5,Lincoln , NV
1753,CN3201900000000,32.0,19.0,"Lyon County, NV",2005,20354,19209,1145,5.6,Lyon , NV
1754,CN3202100000000,32.0,21.0,"Mineral County, NV",2005,2088,1970,118,5.7,Mineral , NV
1755,CN3202300000000,32.0,23.0,"Nye County, NV",2005,16313,15416,897,5.5,Nye , NV
1756,CN3202700000000,32.0,27.0,"Pershing County, NV",2005,2422,2306,116,4.8,Pershing , NV
1757,CN3202900000000,32.0,29.0,"Storey County, NV",2005,2266,2169,97,4.3,Storey , NV
1758,CN3203100000000,32.0,31.0,"Washoe County, NV",2005,208503,200280,8223,3.9,Washoe , NV
1759,CN3203300000000,32.0,33.0,"White Pine County, NV",2005,4305,4138,167,3.9,White Pine , NV
1760,CN3251000000000,32.0,510.0,"Carson City, NV",2005,27201,25967,1234,4.5,Carson City, NV
1761,CN3300100000000,33.0,1.0,"Belknap County, NH",2005,31920,30856,1064,3.3,Belknap , NH
1762,CN3300300000000,33.0,3.0,"Carroll County, NH",2005,24953,24111,842,3.4,Carroll , NH
1763,CN3300500000000,33.0,5.0,"Cheshire County, NH",2005,41895,40566,1329,3.2,Cheshire , NH
1764,CN3300700000000,33.0,7.0,"Coos County, NH",2005,16662,15980,682,4.1,Coos , NH
1765,CN3300900000000,33.0,9.0,"Grafton County, NH",2005,46776,45453,1323,2.8,Grafton , NH
1766,CN3301100000000,33.0,11.0,"Hillsborough County, NH",2005,226188,217986,8202,3.6,Hillsborough , NH
1767,CN3301300000000,33.0,13.0,"Merrimack County, NH",2005,78128,75672,2456,3.1,Merrimack , NH
1768,CN3301500000000,33.0,15.0,"Rockingham County, NH",2005,170876,163836,7040,4.1,Rockingham , NH
1769,CN3301700000000,33.0,17.0,"Strafford County, NH",2005,66513,64272,2241,3.4,Strafford , NH
1770,CN3301900000000,33.0,19.0,"Sullivan County, NH",2005,21942,21296,646,2.9,Sullivan , NH
1771,CN3400100000000,34.0,1.0,"Atlantic County, NJ",2005,136314,129021,7293,5.4,Atlantic , NJ
1772,CN3400300000000,34.0,3.0,"Bergen County, NJ",2005,465823,448415,17408,3.7,Bergen , NJ
1773,CN3400500000000,34.0,5.0,"Burlington County, NJ",2005,237927,228749,9178,3.9,Burlington , NJ
1774,CN3400700000000,34.0,7.0,"Camden County, NJ",2005,262726,250121,12605,4.8,Camden , NJ
1775,CN3400900000000,34.0,9.0,"Cape May County, NJ",2005,57700,53895,3805,6.6,Cape May , NJ
1776,CN3401100000000,34.0,11.0,"Cumberland County, NJ",2005,69082,64663,4419,6.4,Cumberland , NJ
1777,CN3401300000000,34.0,13.0,"Essex County, NJ",2005,360801,340502,20299,5.6,Essex , NJ
1778,CN3401500000000,34.0,15.0,"Gloucester County, NJ",2005,148091,141602,6489,4.4,Gloucester , NJ
1779,CN3401700000000,34.0,17.0,"Hudson County, NJ",2005,287475,271796,15679,5.5,Hudson , NJ
1780,CN3401900000000,34.0,19.0,"Hunterdon County, NJ",2005,71103,68878,2225,3.1,Hunterdon , NJ
1781,CN3402100000000,34.0,21.0,"Mercer County, NJ",2005,193721,186136,7585,3.9,Mercer , NJ
1782,CN3402300000000,34.0,23.0,"Middlesex County, NJ",2005,414728,397205,17523,4.2,Middlesex , NJ
1783,CN3402500000000,34.0,25.0,"Monmouth County, NJ",2005,323151,309920,13231,4.1,Monmouth , NJ
1784,CN3402700000000,34.0,27.0,"Morris County, NJ",2005,267019,258297,8722,3.3,Morris , NJ
1785,CN3402900000000,34.0,29.0,"Ocean County, NJ",2005,248890,237282,11608,4.7,Ocean , NJ
1786,CN3403100000000,34.0,31.0,"Passaic County, NJ",2005,234831,221929,12902,5.5,Passaic , NJ
1787,CN3403300000000,34.0,33.0,"Salem County, NJ",2005,31234,29715,1519,4.9,Salem , NJ
1788,CN3403500000000,34.0,35.0,"Somerset County, NJ",2005,174544,168578,5966,3.4,Somerset , NJ
1789,CN3403700000000,34.0,37.0,"Sussex County, NJ",2005,82976,79727,3249,3.9,Sussex , NJ
1790,CN3403900000000,34.0,39.0,"Union County, NJ",2005,264877,252218,12659,4.8,Union , NJ
1791,CN3404100000000,34.0,41.0,"Warren County, NJ",2005,58567,56249,2318,4,Warren , NJ
1792,CN3500100000000,35.0,1.0,"Bernalillo County, NM",2005,305757,291412,14345,4.7,Bernalillo , NM
1793,CN3500300000000,35.0,3.0,"Catron County, NM",2005,1442,1346,96,6.7,Catron , NM
1794,CN3500500000000,35.0,5.0,"Chaves County, NM",2005,26115,24612,1503,5.8,Chaves , NM
1795,CN3500600000000,35.0,6.0,"Cibola County, NM",2005,12217,11538,679,5.6,Cibola , NM
1796,CN3500700000000,35.0,7.0,"Colfax County, NM",2005,6825,6466,359,5.3,Colfax , NM
1797,CN3500900000000,35.0,9.0,"Curry County, NM",2005,20728,19868,860,4.1,Curry , NM
1798,CN3501100000000,35.0,11.0,"De Baca County, NM",2005,835,787,48,5.7,De Baca , NM
1799,CN3501300000000,35.0,13.0,"Dona Ana County, NM",2005,85089,80297,4792,5.6,Dona Ana , NM
1800,CN3501500000000,35.0,15.0,"Eddy County, NM",2005,24586,23453,1133,4.6,Eddy , NM
1801,CN3501700000000,35.0,17.0,"Grant County, NM",2005,11998,11283,715,6,Grant , NM
1802,CN3501900000000,35.0,19.0,"Guadalupe County, NM",2005,1730,1602,128,7.4,Guadalupe , NM
